,date,future,subgroup,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
578,2017-08-03,False,Voters,37.2991,42.04794,32.55027,57.72597,62.39594,53.05601
579,2017-08-04,False,Adults,36.86573,40.69488,33.03659,57.28303,61.73932,52.82673
580,2017-08-04,False,All polls,36.91279,41.50656,32.31903,57.43717,62.06231,52.81203
581,2017-08-04,False,Voters,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463
582,2017-08-05,False,Adults,36.92022,40.73939,33.10106,57.04646,61.50038,52.59254
583,2017-08-05,False,All polls,36.95828,41.55743,32.35914,57.26429,61.90297,52.6256
584,2017-08-05,False,Voters,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463
585,2017-08-06,False,Adults,36.92662,40.7111,33.14214,57.10833,61.48961,52.72705
586,2017-08-06,False,All polls,36.98021,41.55582,32.40461,57.27692,61.87062,52.68322
587,2017-08-06,False,Voters,37.39128,42.04111,32.74145,57.57107,62.10695,53.03519
588,2017-08-07,False,Adults,36.43844,40.59006,32.28683,57.34126,61.52499,53.15753
589,2017-08-07,False,All polls,36.60229,41.33248,31.87211,57.36718,61.76018,52.97419
590,2017-08-07,False,Voters,37.74126,42.37014,33.11238,57.28339,61.7383,52.82848
591,2017-08-08,False,Adults,36.17896,40.09509,32.26283,58.15186,62.28333,54.02039
592,2017-08-08,False,All polls,36.90808,41.69695,32.11922,57.43502,61.98555,52.88449
593,2017-08-08,False,Voters,38.25177,43.0317,33.47185,56.82254,61.65517,51.98991
594,2017-08-09,False,Adults,36.23774,40.054,32.42149,57.79395,62.03753,53.55037
595,2017-08-09,False,All polls,36.86343,41.55867,32.16819,57.23425,61.74557,52.72292
596,2017-08-09,False,Voters,38.39414,42.98488,33.8034,56.41191,61.11378,51.71004
597,2017-08-10,False,Adults,36.22694,40.02581,32.42806,57.69921,61.93799,53.46042
598,2017-08-10,False,All polls,36.93701,41.71968,32.15434,57.06971,61.59443,52.54499
599,2017-08-10,False,Voters,38.53228,43.21464,33.84991,56.22918,60.97047,51.4879
600,2017-08-11,False,Adults,36.63607,40.40025,32.87189,57.46092,61.61914,53.3027
601,2017-08-11,False,All polls,37.56736,42.19353,32.94119,56.34317,60.85007,51.83627
602,2017-08-11,False,Voters,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844
603,2017-08-12,False,Adults,36.75468,40.76329,32.74608,57.43847,61.60697,53.26997
604,2017-08-12,False,All polls,37.62228,42.29346,32.9511,56.35921,60.83619,51.88224
605,2017-08-12,False,Voters,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844
606,2017-08-13,False,Adults,36.69472,40.71627,32.67317,57.57878,61.7786,53.37896
607,2017-08-13,False,All polls,37.57039,42.26449,32.87629,56.46309,60.98093,51.94524
608,2017-08-13,False,Voters,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844
609,2017-08-14,False,Adults,36.51901,40.61835,32.41967,57.78039,62.08418,53.4766
610,2017-08-14,False,All polls,37.39813,42.12861,32.66765,56.64359,61.21503,52.07214
611,2017-08-14,False,Voters,39.25485,43.69183,34.81787,54.94202,59.42392,50.46012
612,2017-08-15,False,Adults,37.07734,41.1385,33.01617,55.79198,60.60711,50.97684
613,2017-08-15,False,All polls,37.63694,42.20628,33.0676,55.55735,60.32541,50.78928
614,2017-08-15,False,Voters,39.32666,43.66765,34.98568,54.21491,58.96895,49.46087
615,2017-08-16,False,Adults,36.79667,40.79628,32.79707,54.94242,59.92448,49.96037
616,2017-08-16,False,All polls,37.33916,41.82668,32.85165,55.03362,59.93123,50.136
617,2017-08-16,False,Voters,39.79543,44.18729,35.40357,53.64213,58.44459,48.83966
618,2017-08-17,False,Adults,36.85913,40.8399,32.87836,54.9086,59.85916,49.95805
619,2017-08-17,False,All polls,37.85554,42.33533,33.37575,54.9286,59.70444,50.15276
620,2017-08-17,False,Voters,40.14403,44.42183,35.86623,53.8097,58.50616,49.11323
621,2017-08-18,False,Adults,36.38994,40.39721,32.38268,55.65908,60.64413,50.67403
622,2017-08-18,False,All polls,37.79533,42.40402,33.18665,55.39618,60.15129,50.64106
623,2017-08-18,False,Voters,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341
624,2017-08-19,False,Adults,36.38994,40.39721,32.38268,55.65908,60.64413,50.67403
625,2017-08-19,False,All polls,37.79533,42.40402,33.18665,55.39618,60.15129,50.64106
626,2017-08-19,False,Voters,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341
627,2017-08-20,False,Adults,36.341,40.34136,32.34063,55.70692,60.7416,50.67225
628,2017-08-20,False,All polls,37.72692,42.34237,33.11146,55.43607,60.20604,50.66609
629,2017-08-20,False,Voters,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341
630,2017-08-21,False,Adults,35.88695,39.80593,31.96796,57.15897,62.13844,52.1795
631,2017-08-21,False,All polls,37.05765,41.65087,32.46442,56.54782,61.33219,51.76345
632,2017-08-21,False,Voters,39.59126,44.05444,35.12809,54.82199,59.6122,50.03179
633,2017-08-22,False,Adults,35.67125,39.45868,31.88382,57.80386,62.71664,52.89108
634,2017-08-22,False,All polls,36.81282,41.33916,32.28648,57.00314,61.75926,52.24702
635,2017-08-22,False,Voters,39.12299,43.45678,34.7892,55.47832,60.18941,50.76723
636,2017-08-23,False,Adults,36.0565,39.86063,32.25236,57.31284,62.33797,52.28772
637,2017-08-23,False,All polls,36.92514,41.28721,32.56307,56.83273,61.54496,52.1205
638,2017-08-23,False,Voters,38.47126,42.75419,34.18832,55.76075,60.32465,51.19686
639,2017-08-24,False,Adults,35.95277,39.78584,32.1197,57.41348,62.47303,52.35392
640,2017-08-24,False,All polls,37.01527,41.47535,32.5552,56.76907,61.49586,52.04228
641,2017-08-24,False,Voters,38.61401,42.91553,34.3125,55.61862,60.15855,51.07868
642,2017-08-25,False,Adults,35.74794,39.54499,31.9509,57.8345,62.84203,52.82697
643,2017-08-25,False,All polls,36.91675,41.45602,32.37748,57.15396,61.81174,52.49618
644,2017-08-25,False,Voters,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267
645,2017-08-26,False,Adults,35.78688,39.57668,31.99707,57.87026,62.90443,52.83609
646,2017-08-26,False,All polls,36.93331,41.47746,32.38916,57.17996,61.86016,52.49976
647,2017-08-26,False,Voters,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267
648,2017-08-27,False,Adults,35.77816,39.57776,31.97856,57.89424,62.9564,52.83207
649,2017-08-27,False,All polls,36.92144,41.48524,32.35764,57.19756,61.90208,52.49304
650,2017-08-27,False,Voters,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267
651,2017-08-28,False,Adults,35.77592,39.58704,31.9648,57.90997,63.0029,52.81705
652,2017-08-28,False,All polls,36.92813,41.51923,32.33704,57.2124,61.92688,52.49792
653,2017-08-28,False,Voters,38.49717,42.82244,34.17189,56.13604,60.62732,51.64477
654,2017-08-29,False,Adults,35.83307,39.4631,32.20303,58.1829,63.29436,53.07143
655,2017-08-29,False,All polls,36.82207,41.25789,32.38624,57.44258,62.25244,52.63271
656,2017-08-29,False,Voters,38.09775,42.42518,33.77031,56.34618,60.81544,51.87691
657,2017-08-30,False,Adults,36.11767,39.72343,32.51191,57.82173,62.96367,52.67979
658,2017-08-30,False,All polls,37.31853,41.68003,32.95704,57.14878,61.81176,52.48579
659,2017-08-30,False,Voters,38.63689,42.70835,34.56542,56.25348,60.45604,52.05091
660,2017-08-31,False,Adults,36.05339,39.73016,32.37662,57.89574,63.01268,52.77881
661,2017-08-31,False,All polls,37.22177,41.5991,32.84444,57.22581,61.89116,52.56047
662,2017-08-31,False,Voters,38.60115,42.67866,34.52364,56.26993,60.48548,52.05437
663,2017-09-01,False,Adults,36.30648,40.03671,32.57625,57.99635,62.9889,53.00381
664,2017-09-01,False,All polls,37.3336,41.67601,32.99118,57.26038,61.87663,52.64413
665,2017-09-01,False,Voters,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977
666,2017-09-02,False,Adults,36.25883,40.02353,32.49413,58.04179,63.0463,53.03728
667,2017-09-02,False,All polls,37.28516,41.66122,32.90909,57.30523,61.94461,52.66586
668,2017-09-02,False,Voters,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977
669,2017-09-03,False,Adults,36.37417,40.09522,32.65312,57.84581,62.78358,52.90805
670,2017-09-03,False,All polls,37.35038,41.70014,33.00063,57.18285,61.76844,52.59725
671,2017-09-03,False,Voters,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977
672,2017-09-04,False,Adults,36.54958,40.29377,32.80539,57.64956,62.5812,52.71791
673,2017-09-04,False,All polls,37.50347,41.89262,33.11432,56.98285,61.5484,52.41729
674,2017-09-04,False,Voters,38.7773,42.84619,34.7084,56.08899,60.20845,51.96954
675,2017-09-05,False,Adults,36.75838,40.50233,33.01443,57.60414,62.35545,52.85284
676,2017-09-05,False,All polls,37.76652,42.23053,33.30251,56.80103,61.37112,52.23093
677,2017-09-05,False,Voters,39.3034,43.36219,35.24461,55.7341,59.87082,51.59739
678,2017-09-06,False,Adults,37.38649,41.32706,33.44593,57.16378,62.09415,52.23342
679,2017-09-06,False,All polls,38.21691,42.74511,33.68871,56.44203,61.08582,51.79824
680,2017-09-06,False,Voters,39.78395,43.91262,35.65529,55.35294,59.48346,51.22242
681,2017-09-07,False,Adults,37.70192,41.58705,33.8168,56.98782,61.75868,52.21696
682,2017-09-07,False,All polls,38.37829,42.91252,33.84407,56.37593,60.91397,51.83789
683,2017-09-07,False,Voters,39.82632,44.01718,35.63547,55.34008,59.46281,51.21735
684,2017-09-08,False,Adults,38.10756,42.14488,34.07023,56.42276,61.05741,51.78811
685,2017-09-08,False,All polls,38.68817,43.26941,34.10693,55.95134,60.39766,51.50502
686,2017-09-08,False,Voters,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488
687,2017-09-09,False,Adults,38.21482,42.23446,34.19518,56.3358,60.97066,51.70095
688,2017-09-09,False,All polls,38.76101,43.32641,34.19561,55.89272,60.3409,51.44453
689,2017-09-09,False,Voters,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488
690,2017-09-10,False,Adults,38.22231,42.24351,34.20111,56.30355,60.92258,51.68452
691,2017-09-10,False,All polls,38.75933,43.3353,34.18337,55.87571,60.32141,51.43
692,2017-09-10,False,Voters,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488
693,2017-09-11,False,Adults,38.23683,42.24704,34.22662,56.34893,60.9426,51.75525
694,2017-09-11,False,All polls,38.71809,43.24094,34.19524,55.95098,60.34079,51.56116
695,2017-09-11,False,Voters,40.31529,44.53437,36.0962,54.72517,58.75313,50.69721
696,2017-09-12,False,Adults,37.3891,41.30806,33.47015,56.79363,61.18481,52.40245
697,2017-09-12,False,All polls,38.1081,42.74432,33.47188,56.23722,60.56918,51.90527
698,2017-09-12,False,Voters,39.55527,43.89106,35.21949,55.24317,59.35269,51.13366
699,2017-09-13,False,Adults,37.67399,41.47846,33.86951,56.40246,60.95191,51.853
700,2017-09-13,False,All polls,38.20712,42.65783,33.7564,55.90915,60.37368,51.44463
701,2017-09-13,False,Voters,39.74465,43.87717,35.61213,54.93554,59.13334,50.73774
702,2017-09-14,False,Adults,37.67922,41.48695,33.87149,56.30154,60.82011,51.78296
703,2017-09-14,False,All polls,38.48572,43.06287,33.90856,55.55937,60.04461,51.07413
704,2017-09-14,False,Voters,40.09134,44.2555,35.92719,54.549,58.8194,50.27859
705,2017-09-15,False,Adults,38.26089,42.04071,34.48106,54.98892,59.86929,50.10856
706,2017-09-15,False,All polls,38.85391,43.17216,34.53566,54.70395,59.35404,50.05386
707,2017-09-15,False,Voters,40.4518,44.50467,36.39894,53.72972,58.343,49.11645
708,2017-09-16,False,Adults,38.16751,41.99262,34.3424,55.15108,60.11406,50.18811
709,2017-09-16,False,All polls,38.79293,43.15847,34.42738,54.80883,59.53611,50.08154
710,2017-09-16,False,Voters,40.4518,44.50467,36.39894,53.72972,58.343,49.11645
711,2017-09-17,False,Adults,38.39445,42.20641,34.5825,54.59601,59.50399,49.68803
712,2017-09-17,False,All polls,38.79023,43.07557,34.50489,54.70402,59.38459,50.02346
713,2017-09-17,False,Voters,40.4518,44.50467,36.39894,53.72972,58.343,49.11645
714,2017-09-18,False,Adults,38.50353,42.29119,34.71587,54.44039,59.33059,49.55018
715,2017-09-18,False,All polls,38.90175,43.20633,34.59717,54.57581,59.23567,49.91596
716,2017-09-18,False,Voters,40.48919,44.62699,36.3514,53.73187,58.4045,49.05925
717,2017-09-19,False,Adults,38.45267,42.11092,34.79441,54.4381,59.13347,49.74273
718,2017-09-19,False,All polls,38.85189,43.0079,34.69588,54.49646,58.99737,49.99556
719,2017-09-19,False,Voters,40.38954,44.33314,36.44594,53.92811,58.47723,49.37899
720,2017-09-20,False,Adults,38.84023,42.28319,35.39726,53.24905,58.19955,48.29855
721,2017-09-20,False,All polls,39.06307,42.97974,35.1464,53.5909,58.35732,48.82448
722,2017-09-20,False,Voters,40.86275,44.56312,37.16238,52.65388,57.55666,47.75111
723,2017-09-21,False,Adults,39.37469,43.00726,35.74212,53.34927,58.07776,48.62077
724,2017-09-21,False,All polls,39.45935,43.41961,35.49909,53.5658,58.1391,48.99249
725,2017-09-21,False,Voters,40.87155,44.5826,37.16049,52.63753,57.53896,47.73609
726,2017-09-22,False,Adults,39.01869,42.89046,35.14693,54.07699,58.88752,49.26646
727,2017-09-22,False,All polls,39.49464,43.62273,35.36654,54.0083,58.5935,49.4231
728,2017-09-22,False,Voters,41.25188,45.12013,37.38363,52.82355,57.54034,48.10677
729,2017-09-23,False,Adults,38.95658,42.86593,35.04724,54.05893,58.88275,49.2351
730,2017-09-23,False,All polls,39.44529,43.59065,35.29993,54.00235,58.5786,49.42611
731,2017-09-23,False,Voters,41.25188,45.12013,37.38363,52.82355,57.54034,48.10677
732,2017-09-24,False,Adults,39.17653,42.9406,35.41246,54.43883,59.20711,49.67055
733,2017-09-24,False,All polls,39.59408,43.60965,35.57851,54.24086,58.78962,49.6921
734,2017-09-24,False,Voters,41.49499,45.2257,37.76428,52.96284,57.49514,48.43055
735,2017-09-25,False,Adults,39.09969,42.81534,35.38404,54.47302,59.20583,49.7402
736,2017-09-25,False,All polls,39.6704,43.84024,35.50056,54.32408,58.76521,49.88295
737,2017-09-25,False,Voters,41.57793,45.39066,37.76519,53.08458,57.52617,48.64299
738,2017-09-26,False,Adults,38.2449,42.07979,34.41002,54.81219,59.294,50.33038
739,2017-09-26,False,All polls,38.92197,43.18951,34.65443,54.60735,58.86979,50.34491
740,2017-09-26,False,Voters,41.01126,44.83744,37.18507,53.54343,57.98804,49.09881
741,2017-09-27,False,Adults,37.98526,41.80173,34.16879,55.10514,59.55419,50.6561
742,2017-09-27,False,All polls,38.79216,43.08302,34.5013,54.94124,59.06998,50.8125
743,2017-09-27,False,Voters,40.31173,44.53713,36.08633,54.26196,58.49226,50.03165
744,2017-09-28,False,Adults,37.89941,41.75462,34.0442,55.22694,59.74157,50.71231
745,2017-09-28,False,All polls,38.82832,43.16374,34.49291,55.08244,59.19535,50.96952
746,2017-09-28,False,Voters,40.31269,44.47203,36.15335,54.41755,58.54889,50.2862
747,2017-09-29,False,Adults,37.60137,41.27396,33.92879,55.87895,60.33029,51.4276
748,2017-09-29,False,All polls,38.62467,42.90867,34.34067,55.41434,59.5141,51.31458
749,2017-09-29,False,Voters,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781
750,2017-09-30,False,Adults,37.59743,41.28298,33.91187,55.85502,60.2884,51.42163
751,2017-09-30,False,All polls,38.61241,42.91461,34.31021,55.40293,59.49294,51.31292
752,2017-09-30,False,Voters,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781
753,2017-10-01,False,Adults,37.68137,41.36288,33.99987,55.78199,60.20525,51.35874
754,2017-10-01,False,All polls,38.66099,42.96257,34.35941,55.35896,59.44509,51.27284
755,2017-10-01,False,Voters,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781
756,2017-10-02,False,Adults,37.62963,41.33792,33.92134,55.75329,60.19293,51.31364
757,2017-10-02,False,All polls,38.52001,42.78959,34.25043,55.43917,59.5448,51.33354
758,2017-10-02,False,Voters,40.15312,44.17437,36.13186,54.81033,58.93735,50.68331
759,2017-10-03,False,Adults,37.8289,41.47723,34.18057,55.8531,60.25601,51.45019
760,2017-10-03,False,All polls,38.61701,42.82699,34.40703,55.51572,59.61335,51.41809
761,2017-10-03,False,Voters,40.37353,44.35439,36.39267,54.85959,58.99095,50.72824
762,2017-10-04,False,Adults,38.01492,41.53102,34.49882,56.09282,60.28134,51.9043
763,2017-10-04,False,All polls,38.92259,43.20797,34.6372,55.54972,59.51195,51.58749
764,2017-10-04,False,Voters,40.7621,44.79243,36.73178,54.79143,58.75761,50.82524
765,2017-10-05,False,Adults,38.07584,41.63827,34.51341,56.03094,60.13042,51.93146
766,2017-10-05,False,All polls,38.81237,43.07641,34.54833,55.61481,59.47441,51.75522
767,2017-10-05,False,Voters,40.60885,44.77727,36.44043,54.87642,58.74704,51.0058
768,2017-10-06,False,Adults,37.10485,41.13694,33.07277,57.30538,62.52552,52.08524
769,2017-10-06,False,All polls,38.1001,42.76361,33.4366,56.47272,61.2938,51.65165
770,2017-10-06,False,Voters,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367
771,2017-10-07,False,Adults,37.17203,41.22639,33.11768,57.19087,62.42555,51.95619
772,2017-10-07,False,All polls,38.13292,42.81899,33.44685,56.40413,61.24431,51.56394
773,2017-10-07,False,Voters,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367
774,2017-10-08,False,Adults,37.14746,41.21215,33.08276,57.21674,62.46442,51.96906
775,2017-10-08,False,All polls,38.10051,42.81056,33.39046,56.43702,61.29832,51.57572
776,2017-10-08,False,Voters,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367
777,2017-10-09,False,Adults,37.08799,41.16768,33.0083,57.10312,62.35505,51.8512
778,2017-10-09,False,All polls,38.02188,42.73129,33.31248,56.38805,61.22114,51.55496
779,2017-10-09,False,Voters,40.09864,44.44193,35.75536,55.25847,59.37949,51.13745
780,2017-10-10,False,Adults,36.52134,40.70203,32.34066,57.44492,62.79613,52.0937
781,2017-10-10,False,All polls,37.45793,42.27483,32.64103,56.69799,61.66857,51.72741
782,2017-10-10,False,Voters,40.01473,44.3416,35.68786,55.25956,59.37972,51.1394
783,2017-10-11,False,Adults,36.47693,40.54764,32.40623,56.94599,62.31004,51.58194
784,2017-10-11,False,All polls,37.7519,42.36158,33.14222,56.08387,60.84902,51.31871
785,2017-10-11,False,Voters,40.12806,44.28343,35.97269,54.69553,58.60228,50.78879
786,2017-10-12,False,Adults,36.62103,40.75443,32.48763,56.89503,62.17796,51.61209
787,2017-10-12,False,All polls,37.85408,42.50036,33.20779,56.02977,60.74846,51.31108
788,2017-10-12,False,Voters,40.22272,44.41026,36.03518,54.57459,58.44459,50.70459
789,2017-10-13,False,Adults,36.56348,40.58036,32.5466,56.99356,62.16754,51.81957
790,2017-10-13,False,All polls,37.6958,42.24862,33.14298,56.14555,60.83664,51.45445
791,2017-10-13,False,Voters,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452
792,2017-10-14,False,Adults,36.65332,40.60168,32.70496,56.59665,61.65913,51.53416
793,2017-10-14,False,All polls,37.62886,42.14088,33.11685,55.9846,60.64174,51.32746
794,2017-10-14,False,Voters,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452
795,2017-10-15,False,Adults,36.70586,40.65996,32.75177,56.55759,61.62766,51.48751
796,2017-10-15,False,All polls,37.66046,42.1819,33.13901,55.95942,60.62894,51.28989
797,2017-10-15,False,Voters,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452
798,2017-10-16,False,Adults,36.59012,40.53949,32.64075,56.77091,61.87854,51.66328
799,2017-10-16,False,All polls,38.14785,42.92557,33.37013,55.5671,60.46063,50.67356
800,2017-10-16,False,Voters,40.2318,44.60351,35.86009,54.40153,58.94375,49.8593
801,2017-10-17,False,Adults,36.73927,40.47601,33.00253,56.83446,61.62724,52.04168
802,2017-10-17,False,All polls,37.98654,42.53926,33.43382,55.80103,60.53177,51.07029
803,2017-10-17,False,Voters,39.582,43.78059,35.38341,55.04752,59.46874,50.62631
804,2017-10-18,False,Adults,36.74679,40.39061,33.10298,56.59354,61.50909,51.67799
805,2017-10-18,False,All polls,38.07331,42.73254,33.41408,55.5466,60.36487,50.72834
806,2017-10-18,False,Voters,39.87877,44.08759,35.66994,54.70084,59.13977,50.26191
807,2017-10-19,False,Adults,36.88713,40.35565,33.41861,56.65256,61.34747,51.95765
808,2017-10-19,False,All polls,37.96664,42.42966,33.50361,55.79045,60.46689,51.11402
809,2017-10-19,False,Voters,39.58765,43.69738,35.47793,54.8556,59.21457,50.49662
810,2017-10-20,False,Adults,36.69792,40.13217,33.26366,57.0166,61.69907,52.33413
811,2017-10-20,False,All polls,37.84346,42.34471,33.3422,56.00579,60.71263,51.29896
812,2017-10-20,False,Voters,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162
813,2017-10-21,False,Adults,36.73466,40.14734,33.32198,56.97978,61.64387,52.3157
814,2017-10-21,False,All polls,37.86096,42.36507,33.35685,55.98836,60.69853,51.27818
815,2017-10-21,False,Voters,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162
816,2017-10-22,False,Adults,36.73022,40.14434,33.3161,56.91251,61.54598,52.27905
817,2017-10-22,False,All polls,37.85255,42.3642,33.34089,55.94585,60.64472,51.24699
818,2017-10-22,False,Voters,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162
819,2017-10-23,False,Adults,36.40454,39.91741,32.89167,57.09264,61.75982,52.42546
820,2017-10-23,False,All polls,37.48936,42.06797,32.91075,56.38719,61.0635,51.71088
821,2017-10-23,False,Voters,39.28416,43.3776,35.19071,55.52995,60.00792,51.05198
822,2017-10-24,False,Adults,35.93237,39.38079,32.48395,57.62141,62.24105,53.00177
823,2017-10-24,False,All polls,37.1561,41.78599,32.52621,56.73306,61.40689,52.05923
824,2017-10-24,False,Voters,38.9423,43.13006,34.75453,55.83633,60.3097,51.36296
825,2017-10-25,False,Adults,36.098,39.48586,32.71013,57.4499,62.15436,52.74545
826,2017-10-25,False,All polls,37.07568,41.50466,32.6467,56.91793,61.44345,52.39241
827,2017-10-25,False,Voters,38.67745,42.68204,34.67285,56.31491,60.51158,52.11824
828,2017-10-26,False,Adults,36.19252,39.63343,32.75162,57.42849,62.08479,52.77219
829,2017-10-26,False,All polls,37.46911,42.05527,32.88294,56.71981,61.22549,52.21413
830,2017-10-26,False,Voters,39.07314,43.17662,34.96965,56.0741,60.26413,51.88408
831,2017-10-27,False,Adults,36.12577,39.48451,32.76704,57.31348,62.16035,52.4666
832,2017-10-27,False,All polls,37.30399,41.85652,32.75145,56.69308,61.30756,52.07861
833,2017-10-27,False,Voters,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521
834,2017-10-28,False,Adults,36.12514,39.49284,32.75744,57.38434,62.2604,52.50828
835,2017-10-28,False,All polls,37.29323,41.86818,32.71828,56.74607,61.39561,52.09653
836,2017-10-28,False,Voters,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521
837,2017-10-29,False,Adults,36.28357,39.66254,32.9046,57.75093,62.47608,53.02577
838,2017-10-29,False,All polls,37.26856,41.76267,32.77445,57.08418,61.68118,52.48719
839,2017-10-29,False,Voters,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521
840,2017-10-30,False,Adults,36.08981,39.60581,32.5738,57.94589,62.78593,53.10584
841,2017-10-30,False,All polls,37.26442,42.03175,32.49708,57.09366,61.82941,52.35792
842,2017-10-30,False,Voters,38.96075,43.36547,34.55602,56.08945,60.45528,51.72363
843,2017-10-31,False,Adults,36.13458,39.5146,32.75456,58.07021,62.80627,53.33414
844,2017-10-31,False,All polls,37.24255,41.83614,32.64895,57.15416,61.77101,52.5373
845,2017-10-31,False,Voters,38.73505,43.0513,34.4188,56.16645,60.4187,51.9142
846,2017-11-01,False,Adults,36.73897,40.30959,33.16835,57.62163,62.53848,52.70478
847,2017-11-01,False,All polls,37.75723,42.39159,33.12287,56.76285,61.45495,52.07076
848,2017-11-01,False,Voters,39.45043,43.836,35.06485,55.40435,59.82651,50.98219
849,2017-11-02,False,Adults,37.38071,41.12535,33.63607,56.87278,61.39518,52.35038
850,2017-11-02,False,All polls,37.97559,42.52827,33.4229,56.40167,60.83871,51.96463
851,2017-11-02,False,Voters,39.50467,43.86527,35.14406,55.37743,59.75625,50.99862
852,2017-11-03,False,Adults,37.21225,40.93717,33.48733,57.17183,61.87044,52.47322
853,2017-11-03,False,All polls,37.8332,42.36376,33.30264,56.58921,61.17087,52.00755
854,2017-11-03,False,Voters,38.97559,43.54144,34.40973,55.98032,60.71075,51.24989
855,2017-11-04,False,Adults,37.28839,41.04158,33.5352,57.03854,61.75187,52.32521
856,2017-11-04,False,All polls,37.88012,42.41156,33.34868,56.50428,61.09159,51.91697
857,2017-11-04,False,Voters,38.97559,43.54144,34.40973,55.98032,60.71075,51.24989
858,2017-11-05,False,Adults,37.24062,40.8525,33.62873,57.23222,61.81281,52.65163
859,2017-11-05,False,All polls,37.78851,42.21611,33.3609,56.69604,61.22639,52.16568
860,2017-11-05,False,Voters,38.76653,43.22218,34.31088,56.29507,60.87656,51.71358
861,2017-11-06,False,Adults,37.05696,40.61347,33.50045,57.29476,61.77695,52.81256
862,2017-11-06,False,All polls,37.69767,42.14056,33.25479,56.73272,61.18445,52.28099
863,2017-11-06,False,Voters,38.76372,43.27574,34.25169,56.23228,60.76165,51.70292
864,2017-11-07,False,Adults,36.89015,40.30651,33.47379,57.34779,61.59307,53.1025
865,2017-11-07,False,All polls,37.55069,41.86052,33.24086,56.80687,61.07893,52.53482
866,2017-11-07,False,Voters,38.78378,43.07478,34.49278,56.08299,60.33978,51.8262
867,2017-11-08,False,Adults,36.9847,40.33656,33.63285,57.10672,61.39174,52.8217
868,2017-11-08,False,All polls,37.58189,41.81385,33.34994,56.68189,60.93145,52.43234
869,2017-11-08,False,Voters,38.78871,42.96696,34.61046,56.07062,60.23169,51.90955
870,2017-11-09,False,Adults,36.87565,40.35596,33.39534,57.20075,61.39975,53.00176
871,2017-11-09,False,All polls,37.65916,42.07094,33.24738,56.5921,60.90161,52.28259
872,2017-11-09,False,Voters,38.82508,43.16136,34.4888,56.00803,60.37885,51.63721
873,2017-11-10,False,Adults,37.11195,40.57419,33.6497,56.54761,61.41397,51.68124
874,2017-11-10,False,All polls,37.85893,42.279,33.43886,56.11641,60.87601,51.3568
875,2017-11-10,False,Voters,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439
876,2017-11-11,False,Adults,37.19261,40.67566,33.70955,56.49899,61.37941,51.61858
877,2017-11-11,False,All polls,37.91284,42.33805,33.48764,56.08043,60.84921,51.31165
878,2017-11-11,False,Voters,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439
879,2017-11-12,False,Adults,37.29921,40.83548,33.76295,56.3454,61.25752,51.43328
880,2017-11-12,False,All polls,37.98497,42.4199,33.55003,55.9723,60.75954,51.18506
881,2017-11-12,False,Voters,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439
882,2017-11-13,False,Adults,37.26438,40.80128,33.72747,56.38675,61.30583,51.46766
883,2017-11-13,False,All polls,38.07273,42.68018,33.46527,55.89657,60.70871,51.08443
884,2017-11-13,False,Voters,39.11507,43.75508,34.47506,55.69787,60.18501,51.21073
885,2017-11-14,False,Adults,37.54153,40.96108,34.12197,56.23203,61.02762,51.43644
886,2017-11-14,False,All polls,38.05358,42.36156,33.7456,55.78141,60.36355,51.19926
887,2017-11-14,False,Voters,38.96594,43.43122,34.50066,55.51689,59.64754,51.38624
